[2023-02-07 06:16:02] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-07 06:16:02] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000003_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 06:16:37] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy -3.295e+04, trn/neg_log_likelihood  8.892e+04, trn/neg_log_prior -1.219e+05, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.410e-01, val/nll 1.905e+00
[2023-02-07 12:14:54] [Cycle  27/ 30][Epoch  79/200] trn/posterior_energy  2.955e+04, trn/neg_log_likelihood  1.535e+04, trn/neg_log_prior  1.421e+04, trn/lr  1.997e-07, trn/temperature  1.000e+00, val/acc 8.058e-01, val/nll 5.766e-01
[2023-02-07 12:14:58] [Cycle  27/ 30][Epoch  80/200] trn/posterior_energy  2.877e+04, trn/neg_log_likelihood  1.465e+04, trn/neg_log_prior  1.412e+04, trn/lr  1.975e-07, trn/temperature  1.000e+00, val/acc 8.157e-01, val/nll 5.550e-01
[2023-02-07 12:15:03] [Cycle  27/ 30][Epoch  81/200] trn/posterior_energy  2.887e+04, trn/neg_log_likelihood  1.480e+04, trn/neg_log_prior  1.407e+04, trn/lr  1.952e-07, trn/temperature  1.000e+00, val/acc 8.119e-01, val/nll 5.763e-01
[2023-02-07 12:15:07] [Cycle  27/ 30][Epoch  82/200] trn/posterior_energy  2.903e+04, trn/neg_log_likelihood  1.483e+04, trn/neg_log_prior  1.420e+04, trn/lr  1.930e-07, trn/temperature  1.000e+00, val/acc 8.112e-01, val/nll 5.836e-01
[2023-02-07 12:15:11] [Cycle  27/ 30][Epoch  83/200] trn/posterior_energy  2.897e+04, trn/neg_log_likelihood  1.481e+04, trn/neg_log_prior  1.416e+04, trn/lr  1.907e-07, trn/temperature  1.000e+00, val/acc 8.038e-01, val/nll 5.999e-01
[2023-02-07 12:15:15] [Cycle  27/ 30][Epoch  84/200] trn/posterior_energy  2.915e+04, trn/neg_log_likelihood  1.497e+04, trn/neg_log_prior  1.418e+04, trn/lr  1.884e-07, trn/temperature  1.000e+00, val/acc 7.967e-01, val/nll 6.509e-01
[2023-02-07 12:15:19] [Cycle  27/ 30][Epoch  85/200] trn/posterior_energy  2.899e+04, trn/neg_log_likelihood  1.472e+04, trn/neg_log_prior  1.427e+04, trn/lr  1.862e-07, trn/temperature  1.000e+00, val/acc 8.210e-01, val/nll 5.423e-01
[2023-02-07 12:15:23] [Cycle  27/ 30][Epoch  86/200] trn/posterior_energy  2.856e+04, trn/neg_log_likelihood  1.430e+04, trn/neg_log_prior  1.426e+04, trn/lr  1.839e-07, trn/temperature  1.000e+00, val/acc 8.226e-01, val/nll 5.412e-01
[2023-02-07 12:15:27] [Cycle  27/ 30][Epoch  87/200] trn/posterior_energy  2.844e+04, trn/neg_log_likelihood  1.422e+04, trn/neg_log_prior  1.422e+04, trn/lr  1.816e-07, trn/temperature  1.000e+00, val/acc 8.154e-01, val/nll 5.756e-01
[2023-02-07 12:15:31] [Cycle  27/ 30][Epoch  88/200] trn/posterior_energy  2.860e+04, trn/neg_log_likelihood  1.431e+04, trn/neg_log_prior  1.429e+04, trn/lr  1.793e-07, trn/temperature  1.000e+00, val/acc 8.093e-01, val/nll 5.734e-01
[2023-02-07 12:15:35] [Cycle  27/ 30][Epoch  89/200] trn/posterior_energy  2.879e+04, trn/neg_log_likelihood  1.446e+04, trn/neg_log_prior  1.434e+04, trn/lr  1.770e-07, trn/temperature  1.000e+00, val/acc 8.165e-01, val/nll 5.625e-01
[2023-02-07 12:15:39] [Cycle  27/ 30][Epoch  90/200] trn/posterior_energy  2.885e+04, trn/neg_log_likelihood  1.443e+04, trn/neg_log_prior  1.442e+04, trn/lr  1.746e-07, trn/temperature  1.000e+00, val/acc 8.108e-01, val/nll 5.703e-01
[2023-02-07 12:15:44] [Cycle  27/ 30][Epoch  91/200] trn/posterior_energy  2.894e+04, trn/neg_log_likelihood  1.442e+04, trn/neg_log_prior  1.451e+04, trn/lr  1.723e-07, trn/temperature  1.000e+00, val/acc 8.035e-01, val/nll 5.940e-01
[2023-02-07 12:15:47] [Cycle  27/ 30][Epoch  92/200] trn/posterior_energy  2.868e+04, trn/neg_log_likelihood  1.408e+04, trn/neg_log_prior  1.461e+04, trn/lr  1.700e-07, trn/temperature  1.000e+00, val/acc 8.239e-01, val/nll 5.417e-01
[2023-02-07 12:15:52] [Cycle  27/ 30][Epoch  93/200] trn/posterior_energy  2.850e+04, trn/neg_log_likelihood  1.399e+04, trn/neg_log_prior  1.451e+04, trn/lr  1.676e-07, trn/temperature  1.000e+00, val/acc 8.204e-01, val/nll 5.550e-01
[2023-02-07 12:15:56] [Cycle  27/ 30][Epoch  94/200] trn/posterior_energy  2.831e+04, trn/neg_log_likelihood  1.389e+04, trn/neg_log_prior  1.443e+04, trn/lr  1.653e-07, trn/temperature  1.000e+00, val/acc 8.268e-01, val/nll 5.312e-01
[2023-02-07 12:16:00] [Cycle  27/ 30][Epoch  95/200] trn/posterior_energy  2.899e+04, trn/neg_log_likelihood  1.454e+04, trn/neg_log_prior  1.445e+04, trn/lr  1.629e-07, trn/temperature  1.000e+00, val/acc 8.171e-01, val/nll 5.717e-01
[2023-02-07 12:16:04] [Cycle  27/ 30][Epoch  96/200] trn/posterior_energy  2.839e+04, trn/neg_log_likelihood  1.399e+04, trn/neg_log_prior  1.440e+04, trn/lr  1.606e-07, trn/temperature  1.000e+00, val/acc 8.187e-01, val/nll 5.500e-01
[2023-02-07 12:16:08] [Cycle  27/ 30][Epoch  97/200] trn/posterior_energy  2.862e+04, trn/neg_log_likelihood  1.430e+04, trn/neg_log_prior  1.431e+04, trn/lr  1.582e-07, trn/temperature  1.000e+00, val/acc 8.125e-01, val/nll 5.666e-01
[2023-02-07 12:16:12] [Cycle  27/ 30][Epoch  98/200] trn/posterior_energy  2.825e+04, trn/neg_log_likelihood  1.404e+04, trn/neg_log_prior  1.421e+04, trn/lr  1.559e-07, trn/temperature  1.000e+00, val/acc 8.069e-01, val/nll 5.834e-01
[2023-02-07 12:16:16] [Cycle  27/ 30][Epoch  99/200] trn/posterior_energy  2.823e+04, trn/neg_log_likelihood  1.399e+04, trn/neg_log_prior  1.424e+04, trn/lr  1.535e-07, trn/temperature  1.000e+00, val/acc 8.147e-01, val/nll 5.831e-01
[2023-02-07 12:16:20] [Cycle  27/ 30][Epoch 100/200] trn/posterior_energy  2.840e+04, trn/neg_log_likelihood  1.409e+04, trn/neg_log_prior  1.431e+04, trn/lr  1.512e-07, trn/temperature  1.000e+00, val/acc 8.196e-01, val/nll 5.670e-01
[2023-02-07 12:16:24] [Cycle  27/ 30][Epoch 101/200] trn/posterior_energy  2.833e+04, trn/neg_log_likelihood  1.402e+04, trn/neg_log_prior  1.431e+04, trn/lr  1.488e-07, trn/temperature  1.000e+00, val/acc 8.045e-01, val/nll 5.892e-01
[2023-02-07 12:16:28] [Cycle  27/ 30][Epoch 102/200] trn/posterior_energy  2.798e+04, trn/neg_log_likelihood  1.364e+04, trn/neg_log_prior  1.434e+04, trn/lr  1.465e-07, trn/temperature  1.000e+00, val/acc 8.092e-01, val/nll 5.828e-01
[2023-02-07 12:16:32] [Cycle  27/ 30][Epoch 103/200] trn/posterior_energy  2.820e+04, trn/neg_log_likelihood  1.384e+04, trn/neg_log_prior  1.436e+04, trn/lr  1.441e-07, trn/temperature  1.000e+00, val/acc 8.176e-01, val/nll 5.510e-01
[2023-02-07 12:16:37] [Cycle  27/ 30][Epoch 104/200] trn/posterior_energy  2.811e+04, trn/neg_log_likelihood  1.375e+04, trn/neg_log_prior  1.436e+04, trn/lr  1.418e-07, trn/temperature  1.000e+00, val/acc 8.231e-01, val/nll 5.387e-01
[2023-02-07 12:16:41] [Cycle  27/ 30][Epoch 105/200] trn/posterior_energy  2.809e+04, trn/neg_log_likelihood  1.372e+04, trn/neg_log_prior  1.437e+04, trn/lr  1.394e-07, trn/temperature  1.000e+00, val/acc 8.230e-01, val/nll 5.410e-01
[2023-02-07 12:16:45] [Cycle  27/ 30][Epoch 106/200] trn/posterior_energy  2.826e+04, trn/neg_log_likelihood  1.390e+04, trn/neg_log_prior  1.436e+04, trn/lr  1.371e-07, trn/temperature  1.000e+00, val/acc 8.176e-01, val/nll 5.783e-01
[2023-02-07 12:16:49] [Cycle  27/ 30][Epoch 107/200] trn/posterior_energy  2.813e+04, trn/neg_log_likelihood  1.378e+04, trn/neg_log_prior  1.436e+04, trn/lr  1.347e-07, trn/temperature  1.000e+00, val/acc 8.211e-01, val/nll 5.378e-01
[2023-02-07 12:16:53] [Cycle  27/ 30][Epoch 108/200] trn/posterior_energy  2.780e+04, trn/neg_log_likelihood  1.347e+04, trn/neg_log_prior  1.433e+04, trn/lr  1.324e-07, trn/temperature  1.000e+00, val/acc 8.140e-01, val/nll 5.684e-01
[2023-02-07 12:16:57] [Cycle  27/ 30][Epoch 109/200] trn/posterior_energy  2.795e+04, trn/neg_log_likelihood  1.352e+04, trn/neg_log_prior  1.443e+04, trn/lr  1.300e-07, trn/temperature  1.000e+00, val/acc 8.213e-01, val/nll 5.363e-01
[2023-02-07 12:17:01] [Cycle  27/ 30][Epoch 110/200] trn/posterior_energy  2.783e+04, trn/neg_log_likelihood  1.343e+04, trn/neg_log_prior  1.439e+04, trn/lr  1.277e-07, trn/temperature  1.000e+00, val/acc 8.156e-01, val/nll 5.671e-01
[2023-02-07 12:17:05] [Cycle  27/ 30][Epoch 111/200] trn/posterior_energy  2.800e+04, trn/neg_log_likelihood  1.365e+04, trn/neg_log_prior  1.434e+04, trn/lr  1.254e-07, trn/temperature  1.000e+00, val/acc 8.247e-01, val/nll 5.453e-01
[2023-02-07 12:17:09] [Cycle  27/ 30][Epoch 112/200] trn/posterior_energy  2.770e+04, trn/neg_log_likelihood  1.346e+04, trn/neg_log_prior  1.425e+04, trn/lr  1.231e-07, trn/temperature  1.000e+00, val/acc 8.231e-01, val/nll 5.400e-01
[2023-02-07 12:17:13] [Cycle  27/ 30][Epoch 113/200] trn/posterior_energy  2.751e+04, trn/neg_log_likelihood  1.326e+04, trn/neg_log_prior  1.425e+04, trn/lr  1.207e-07, trn/temperature  1.000e+00, val/acc 8.201e-01, val/nll 5.472e-01
[2023-02-07 12:17:18] [Cycle  27/ 30][Epoch 114/200] trn/posterior_energy  2.747e+04, trn/neg_log_likelihood  1.320e+04, trn/neg_log_prior  1.428e+04, trn/lr  1.184e-07, trn/temperature  1.000e+00, val/acc 8.242e-01, val/nll 5.338e-01
[2023-02-07 12:17:22] [Cycle  27/ 30][Epoch 115/200] trn/posterior_energy  2.777e+04, trn/neg_log_likelihood  1.350e+04, trn/neg_log_prior  1.428e+04, trn/lr  1.161e-07, trn/temperature  1.000e+00, val/acc 8.195e-01, val/nll 5.529e-01
[2023-02-07 12:17:26] [Cycle  27/ 30][Epoch 116/200] trn/posterior_energy  2.775e+04, trn/neg_log_likelihood  1.345e+04, trn/neg_log_prior  1.430e+04, trn/lr  1.138e-07, trn/temperature  1.000e+00, val/acc 8.163e-01, val/nll 5.551e-01
[2023-02-07 12:17:30] [Cycle  27/ 30][Epoch 117/200] trn/posterior_energy  2.722e+04, trn/neg_log_likelihood  1.295e+04, trn/neg_log_prior  1.427e+04, trn/lr  1.116e-07, trn/temperature  1.000e+00, val/acc 8.262e-01, val/nll 5.374e-01
[2023-02-07 12:17:34] [Cycle  27/ 30][Epoch 118/200] trn/posterior_energy  2.753e+04, trn/neg_log_likelihood  1.322e+04, trn/neg_log_prior  1.430e+04, trn/lr  1.093e-07, trn/temperature  1.000e+00, val/acc 8.209e-01, val/nll 5.422e-01
[2023-02-07 12:17:38] [Cycle  27/ 30][Epoch 119/200] trn/posterior_energy  2.736e+04, trn/neg_log_likelihood  1.301e+04, trn/neg_log_prior  1.435e+04, trn/lr  1.070e-07, trn/temperature  1.000e+00, val/acc 8.227e-01, val/nll 5.535e-01
[2023-02-07 12:17:42] [Cycle  27/ 30][Epoch 120/200] trn/posterior_energy  2.760e+04, trn/neg_log_likelihood  1.321e+04, trn/neg_log_prior  1.439e+04, trn/lr  1.048e-07, trn/temperature  1.000e+00, val/acc 8.198e-01, val/nll 5.471e-01
[2023-02-07 12:17:46] [Cycle  27/ 30][Epoch 121/200] trn/posterior_energy  2.764e+04, trn/neg_log_likelihood  1.328e+04, trn/neg_log_prior  1.437e+04, trn/lr  1.025e-07, trn/temperature  1.000e+00, val/acc 8.240e-01, val/nll 5.438e-01
[2023-02-07 12:17:50] [Cycle  27/ 30][Epoch 122/200] trn/posterior_energy  2.734e+04, trn/neg_log_likelihood  1.297e+04, trn/neg_log_prior  1.437e+04, trn/lr  1.003e-07, trn/temperature  1.000e+00, val/acc 8.136e-01, val/nll 5.636e-01
[2023-02-07 12:17:54] [Cycle  27/ 30][Epoch 123/200] trn/posterior_energy  2.731e+04, trn/neg_log_likelihood  1.297e+04, trn/neg_log_prior  1.434e+04, trn/lr  9.809e-08, trn/temperature  1.000e+00, val/acc 8.208e-01, val/nll 5.450e-01
[2023-02-07 12:17:59] [Cycle  27/ 30][Epoch 124/200] trn/posterior_energy  2.707e+04, trn/neg_log_likelihood  1.267e+04, trn/neg_log_prior  1.439e+04, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 8.251e-01, val/nll 5.402e-01
[2023-02-07 12:18:03] [Cycle  27/ 30][Epoch 125/200] trn/posterior_energy  2.702e+04, trn/neg_log_likelihood  1.266e+04, trn/neg_log_prior  1.436e+04, trn/lr  9.369e-08, trn/temperature  1.000e+00, val/acc 8.219e-01, val/nll 5.485e-01
[2023-02-07 12:18:07] [Cycle  27/ 30][Epoch 126/200] trn/posterior_energy  2.691e+04, trn/neg_log_likelihood  1.261e+04, trn/neg_log_prior  1.430e+04, trn/lr  9.151e-08, trn/temperature  1.000e+00, val/acc 8.285e-01, val/nll 5.357e-01
[2023-02-07 12:18:11] [Cycle  27/ 30][Epoch 127/200] trn/posterior_energy  2.716e+04, trn/neg_log_likelihood  1.285e+04, trn/neg_log_prior  1.431e+04, trn/lr  8.935e-08, trn/temperature  1.000e+00, val/acc 8.230e-01, val/nll 5.502e-01
[2023-02-07 12:18:15] [Cycle  27/ 30][Epoch 128/200] trn/posterior_energy  2.686e+04, trn/neg_log_likelihood  1.255e+04, trn/neg_log_prior  1.431e+04, trn/lr  8.720e-08, trn/temperature  1.000e+00, val/acc 8.207e-01, val/nll 5.559e-01
[2023-02-07 12:18:19] [Cycle  27/ 30][Epoch 129/200] trn/posterior_energy  2.694e+04, trn/neg_log_likelihood  1.266e+04, trn/neg_log_prior  1.428e+04, trn/lr  8.507e-08, trn/temperature  1.000e+00, val/acc 8.195e-01, val/nll 5.605e-01
[2023-02-07 12:18:23] [Cycle  27/ 30][Epoch 130/200] trn/posterior_energy  2.727e+04, trn/neg_log_likelihood  1.302e+04, trn/neg_log_prior  1.425e+04, trn/lr  8.296e-08, trn/temperature  1.000e+00, val/acc 8.251e-01, val/nll 5.356e-01
[2023-02-07 12:18:27] [Cycle  27/ 30][Epoch 131/200] trn/posterior_energy  2.669e+04, trn/neg_log_likelihood  1.246e+04, trn/neg_log_prior  1.423e+04, trn/lr  8.086e-08, trn/temperature  1.000e+00, val/acc 8.265e-01, val/nll 5.302e-01
[2023-02-07 12:18:31] [Cycle  27/ 30][Epoch 132/200] trn/posterior_energy  2.683e+04, trn/neg_log_likelihood  1.262e+04, trn/neg_log_prior  1.422e+04, trn/lr  7.877e-08, trn/temperature  1.000e+00, val/acc 8.294e-01, val/nll 5.329e-01
[2023-02-07 12:18:36] [Cycle  27/ 30][Epoch 133/200] trn/posterior_energy  2.650e+04, trn/neg_log_likelihood  1.234e+04, trn/neg_log_prior  1.416e+04, trn/lr  7.671e-08, trn/temperature  1.000e+00, val/acc 8.290e-01, val/nll 5.358e-01
[2023-02-07 12:18:40] [Cycle  27/ 30][Epoch 134/200] trn/posterior_energy  2.661e+04, trn/neg_log_likelihood  1.251e+04, trn/neg_log_prior  1.410e+04, trn/lr  7.466e-08, trn/temperature  1.000e+00, val/acc 8.218e-01, val/nll 5.476e-01
[2023-02-07 12:18:44] [Cycle  27/ 30][Epoch 135/200] trn/posterior_energy  2.637e+04, trn/neg_log_likelihood  1.234e+04, trn/neg_log_prior  1.404e+04, trn/lr  7.263e-08, trn/temperature  1.000e+00, val/acc 8.251e-01, val/nll 5.444e-01
[2023-02-07 12:18:48] [Cycle  27/ 30][Epoch 136/200] trn/posterior_energy  2.633e+04, trn/neg_log_likelihood  1.233e+04, trn/neg_log_prior  1.400e+04, trn/lr  7.063e-08, trn/temperature  1.000e+00, val/acc 8.240e-01, val/nll 5.369e-01
[2023-02-07 12:18:52] [Cycle  27/ 30][Epoch 137/200] trn/posterior_energy  2.634e+04, trn/neg_log_likelihood  1.234e+04, trn/neg_log_prior  1.400e+04, trn/lr  6.864e-08, trn/temperature  1.000e+00, val/acc 8.238e-01, val/nll 5.457e-01
[2023-02-07 12:18:56] [Cycle  27/ 30][Epoch 138/200] trn/posterior_energy  2.624e+04, trn/neg_log_likelihood  1.226e+04, trn/neg_log_prior  1.398e+04, trn/lr  6.667e-08, trn/temperature  1.000e+00, val/acc 8.259e-01, val/nll 5.347e-01
[2023-02-07 12:19:00] [Cycle  27/ 30][Epoch 139/200] trn/posterior_energy  2.624e+04, trn/neg_log_likelihood  1.225e+04, trn/neg_log_prior  1.399e+04, trn/lr  6.472e-08, trn/temperature  1.000e+00, val/acc 8.247e-01, val/nll 5.455e-01
[2023-02-07 12:19:04] [Cycle  27/ 30][Epoch 140/200] trn/posterior_energy  2.618e+04, trn/neg_log_likelihood  1.217e+04, trn/neg_log_prior  1.401e+04, trn/lr  6.279e-08, trn/temperature  1.000e+00, val/acc 8.253e-01, val/nll 5.428e-01
[2023-02-07 12:19:08] [Cycle  27/ 30][Epoch 141/200] trn/posterior_energy  2.619e+04, trn/neg_log_likelihood  1.218e+04, trn/neg_log_prior  1.400e+04, trn/lr  6.088e-08, trn/temperature  1.000e+00, val/acc 8.200e-01, val/nll 5.537e-01
[2023-02-07 12:19:12] [Cycle  27/ 30][Epoch 142/200] trn/posterior_energy  2.610e+04, trn/neg_log_likelihood  1.211e+04, trn/neg_log_prior  1.399e+04, trn/lr  5.900e-08, trn/temperature  1.000e+00, val/acc 8.212e-01, val/nll 5.585e-01
[2023-02-07 12:19:16] [Cycle  27/ 30][Epoch 143/200] trn/posterior_energy  2.605e+04, trn/neg_log_likelihood  1.204e+04, trn/neg_log_prior  1.401e+04, trn/lr  5.714e-08, trn/temperature  1.000e+00, val/acc 8.198e-01, val/nll 5.499e-01
[2023-02-07 12:19:20] [Cycle  27/ 30][Epoch 144/200] trn/posterior_energy  2.609e+04, trn/neg_log_likelihood  1.207e+04, trn/neg_log_prior  1.402e+04, trn/lr  5.530e-08, trn/temperature  1.000e+00, val/acc 8.208e-01, val/nll 5.482e-01
[2023-02-07 12:19:24] [Cycle  27/ 30][Epoch 145/200] trn/posterior_energy  2.596e+04, trn/neg_log_likelihood  1.195e+04, trn/neg_log_prior  1.401e+04, trn/lr  5.348e-08, trn/temperature  1.000e+00, val/acc 8.235e-01, val/nll 5.530e-01
[2023-02-07 12:19:28] [Cycle  27/ 30][Epoch 146/200] trn/posterior_energy  2.607e+04, trn/neg_log_likelihood  1.208e+04, trn/neg_log_prior  1.400e+04, trn/lr  5.169e-08, trn/temperature  1.000e+00, val/acc 8.210e-01, val/nll 5.610e-01
[2023-02-07 12:19:33] [Cycle  27/ 30][Epoch 147/200] trn/posterior_energy  2.586e+04, trn/neg_log_likelihood  1.187e+04, trn/neg_log_prior  1.399e+04, trn/lr  4.993e-08, trn/temperature  1.000e+00, val/acc 8.230e-01, val/nll 5.611e-01
[2023-02-07 12:19:37] [Cycle  27/ 30][Epoch 148/200] trn/posterior_energy  2.589e+04, trn/neg_log_likelihood  1.191e+04, trn/neg_log_prior  1.398e+04, trn/lr  4.818e-08, trn/temperature  1.000e+00, val/acc 8.236e-01, val/nll 5.458e-01
[2023-02-07 12:19:41] [Cycle  27/ 30][Epoch 149/200] trn/posterior_energy  2.575e+04, trn/neg_log_likelihood  1.178e+04, trn/neg_log_prior  1.398e+04, trn/lr  4.647e-08, trn/temperature  1.000e+00, val/acc 8.192e-01, val/nll 5.590e-01
[2023-02-07 12:19:45] [Cycle  27/ 30][Epoch 150/200] trn/posterior_energy  2.565e+04, trn/neg_log_likelihood  1.171e+04, trn/neg_log_prior  1.395e+04, trn/lr  4.477e-08, trn/temperature  1.000e+00, val/acc 8.287e-01, val/nll 5.459e-01
[2023-02-07 12:19:49] [Cycle  27/ 30][Epoch 151/200] trn/posterior_energy  2.556e+04, trn/neg_log_likelihood  1.165e+04, trn/neg_log_prior  1.391e+04, trn/lr  4.311e-08, trn/temperature  1.000e+00, val/acc 8.241e-01, val/nll 5.494e-01
[2023-02-07 12:19:53] [Cycle  27/ 30][Epoch 152/200] trn/posterior_energy  2.551e+04, trn/neg_log_likelihood  1.160e+04, trn/neg_log_prior  1.391e+04, trn/lr  4.147e-08, trn/temperature  1.000e+00, val/acc 8.236e-01, val/nll 5.547e-01
[2023-02-07 12:19:57] [Cycle  27/ 30][Epoch 153/200] trn/posterior_energy  2.552e+04, trn/neg_log_likelihood  1.163e+04, trn/neg_log_prior  1.389e+04, trn/lr  3.985e-08, trn/temperature  1.000e+00, val/acc 8.195e-01, val/nll 5.711e-01
[2023-02-07 12:20:01] [Cycle  27/ 30][Epoch 154/200] trn/posterior_energy  2.539e+04, trn/neg_log_likelihood  1.149e+04, trn/neg_log_prior  1.390e+04, trn/lr  3.827e-08, trn/temperature  1.000e+00, val/acc 8.216e-01, val/nll 5.566e-01
[2023-02-07 12:20:05] [Cycle  27/ 30][Epoch 155/200] trn/posterior_energy  2.538e+04, trn/neg_log_likelihood  1.148e+04, trn/neg_log_prior  1.390e+04, trn/lr  3.671e-08, trn/temperature  1.000e+00, val/acc 8.242e-01, val/nll 5.578e-01
[2023-02-07 12:20:10] [Cycle  27/ 30][Epoch 156/200] trn/posterior_energy  2.533e+04, trn/neg_log_likelihood  1.142e+04, trn/neg_log_prior  1.391e+04, trn/lr  3.518e-08, trn/temperature  1.000e+00, val/acc 8.223e-01, val/nll 5.672e-01
[2023-02-07 12:20:14] [Cycle  27/ 30][Epoch 157/200] trn/posterior_energy  2.529e+04, trn/neg_log_likelihood  1.139e+04, trn/neg_log_prior  1.390e+04, trn/lr  3.368e-08, trn/temperature  1.000e+00, val/acc 8.250e-01, val/nll 5.464e-01
[2023-02-07 12:20:18] [Cycle  27/ 30][Epoch 158/200] trn/posterior_energy  2.511e+04, trn/neg_log_likelihood  1.124e+04, trn/neg_log_prior  1.387e+04, trn/lr  3.221e-08, trn/temperature  1.000e+00, val/acc 8.241e-01, val/nll 5.515e-01
[2023-02-07 12:20:22] [Cycle  27/ 30][Epoch 159/200] trn/posterior_energy  2.510e+04, trn/neg_log_likelihood  1.129e+04, trn/neg_log_prior  1.382e+04, trn/lr  3.076e-08, trn/temperature  1.000e+00, val/acc 8.273e-01, val/nll 5.468e-01
[2023-02-07 12:20:26] [Cycle  27/ 30][Epoch 160/200] trn/posterior_energy  2.494e+04, trn/neg_log_likelihood  1.114e+04, trn/neg_log_prior  1.380e+04, trn/lr  2.935e-08, trn/temperature  1.000e+00, val/acc 8.253e-01, val/nll 5.476e-01
[2023-02-07 12:20:30] [Cycle  27/ 30][Epoch 161/200] trn/posterior_energy  2.488e+04, trn/neg_log_likelihood  1.109e+04, trn/neg_log_prior  1.378e+04, trn/lr  2.796e-08, trn/temperature  1.000e+00, val/acc 8.246e-01, val/nll 5.523e-01
[2023-02-07 12:20:34] [Cycle  27/ 30][Epoch 162/200] trn/posterior_energy  2.491e+04, trn/neg_log_likelihood  1.116e+04, trn/neg_log_prior  1.375e+04, trn/lr  2.661e-08, trn/temperature  1.000e+00, val/acc 8.265e-01, val/nll 5.556e-01
[2023-02-07 12:20:38] [Cycle  27/ 30][Epoch 163/200] trn/posterior_energy  2.489e+04, trn/neg_log_likelihood  1.114e+04, trn/neg_log_prior  1.375e+04, trn/lr  2.528e-08, trn/temperature  1.000e+00, val/acc 8.256e-01, val/nll 5.517e-01
[2023-02-07 12:20:42] [Cycle  27/ 30][Epoch 164/200] trn/posterior_energy  2.480e+04, trn/neg_log_likelihood  1.103e+04, trn/neg_log_prior  1.377e+04, trn/lr  2.399e-08, trn/temperature  1.000e+00, val/acc 8.268e-01, val/nll 5.594e-01
[2023-02-07 12:20:46] [Cycle  27/ 30][Epoch 165/200] trn/posterior_energy  2.478e+04, trn/neg_log_likelihood  1.098e+04, trn/neg_log_prior  1.380e+04, trn/lr  2.273e-08, trn/temperature  1.000e+00, val/acc 8.269e-01, val/nll 5.583e-01
[2023-02-07 12:20:50] [Cycle  27/ 30][Epoch 166/200] trn/posterior_energy  2.477e+04, trn/neg_log_likelihood  1.095e+04, trn/neg_log_prior  1.382e+04, trn/lr  2.149e-08, trn/temperature  1.000e+00, val/acc 8.232e-01, val/nll 5.592e-01
[2023-02-07 12:20:55] [Cycle  27/ 30][Epoch 167/200] trn/posterior_energy  2.477e+04, trn/neg_log_likelihood  1.096e+04, trn/neg_log_prior  1.382e+04, trn/lr  2.030e-08, trn/temperature  1.000e+00, val/acc 8.253e-01, val/nll 5.627e-01
[2023-02-07 12:20:58] [Cycle  27/ 30][Epoch 168/200] trn/posterior_energy  2.477e+04, trn/neg_log_likelihood  1.099e+04, trn/neg_log_prior  1.379e+04, trn/lr  1.913e-08, trn/temperature  1.000e+00, val/acc 8.272e-01, val/nll 5.480e-01
[2023-02-07 12:21:03] [Cycle  27/ 30][Epoch 169/200] trn/posterior_energy  2.465e+04, trn/neg_log_likelihood  1.088e+04, trn/neg_log_prior  1.377e+04, trn/lr  1.799e-08, trn/temperature  1.000e+00, val/acc 8.257e-01, val/nll 5.561e-01
[2023-02-07 12:21:07] [Cycle  27/ 30][Epoch 170/200] trn/posterior_energy  2.459e+04, trn/neg_log_likelihood  1.085e+04, trn/neg_log_prior  1.374e+04, trn/lr  1.689e-08, trn/temperature  1.000e+00, val/acc 8.282e-01, val/nll 5.594e-01
[2023-02-07 12:21:11] [Cycle  27/ 30][Epoch 171/200] trn/posterior_energy  2.449e+04, trn/neg_log_likelihood  1.076e+04, trn/neg_log_prior  1.373e+04, trn/lr  1.582e-08, trn/temperature  1.000e+00, val/acc 8.258e-01, val/nll 5.569e-01
